Time,Volt
-1.43E-06,0.00E+00
-1.42E-06,0.00E+00
-1.41E-06,0.00E+00
-1.40E-06,0.00E+00
-1.39E-06,0.00E+00
-1.38E-06,0.00E+00
-1.37E-06,0.00E+00
-1.36E-06,0.00E+00
-1.35E-06,0.00E+00
-1.34E-06,0.00E+00
-1.33E-06,0.00E+00
-1.32E-06,0.00E+00
-1.31E-06,0.00E+00
-1.30E-06,0.00E+00
-1.29E-06,0.00E+00
-1.28E-06,0.00E+00
-1.27E-06,0.00E+00
-1.26E-06,0.00E+00
-1.25E-06,0.00E+00
-1.24E-06,0.00E+00
-1.23E-06,0.00E+00
-1.22E-06,0.00E+00
-1.21E-06,0.00E+00
-1.20E-06,0.00E+00
-1.19E-06,0.00E+00
-1.18E-06,0.00E+00
-1.17E-06,0.00E+00
-1.16E-06,0.00E+00
-1.15E-06,0.00E+00
-1.14E-06,0.00E+00
-1.13E-06,0.00E+00
-1.12E-06,0.00E+00
-1.11E-06,0.00E+00
-1.10E-06,0.00E+00
-1.09E-06,0.00E+00
-1.08E-06,0.00E+00
-1.07E-06,0.00E+00
-1.06E-06,0.00E+00
-1.05E-06,0.00E+00
-1.04E-06,0.00E+00
-1.03E-06,0.00E+00
-1.02E-06,0.00E+00
-1.01E-06,0.00E+00
-1.00E-06,0.00E+00
-9.90E-07,0.00E+00
-9.80E-07,0.00E+00
-9.70E-07,0.00E+00
-9.60E-07,0.00E+00
-9.50E-07,0.00E+00
-9.40E-07,0.00E+00
-9.30E-07,0.00E+00
-9.20E-07,0.00E+00
-9.10E-07,0.00E+00
-9.00E-07,0.00E+00
-8.90E-07,0.00E+00
-8.80E-07,0.00E+00
-8.70E-07,0.00E+00
-8.60E-07,0.00E+00
-8.50E-07,0.00E+00
-8.40E-07,0.00E+00
-8.30E-07,0.00E+00
-8.20E-07,0.00E+00
-8.10E-07,0.00E+00
-8.00E-07,0.00E+00
-7.90E-07,0.00E+00
-7.80E-07,0.00E+00
-7.70E-07,0.00E+00
-7.60E-07,0.00E+00
-7.50E-07,0.00E+00
-7.40E-07,0.00E+00
-7.30E-07,0.00E+00
-7.20E-07,0.00E+00
-7.10E-07,0.00E+00
-7.00E-07,0.00E+00
-6.90E-07,0.00E+00
-6.80E-07,0.00E+00
-6.70E-07,0.00E+00
-6.60E-07,0.00E+00
-6.50E-07,0.00E+00
-6.40E-07,0.00E+00
-6.30E-07,0.00E+00
-6.20E-07,0.00E+00
-6.10E-07,0.00E+00
-6.00E-07,0.00E+00
-5.90E-07,0.00E+00
-5.80E-07,0.00E+00
-5.70E-07,0.00E+00
-5.60E-07,0.00E+00
-5.50E-07,0.00E+00
-5.40E-07,0.00E+00
-5.30E-07,0.00E+00
-5.20E-07,0.00E+00
-5.10E-07,0.00E+00
-5.00E-07,0.00E+00
-4.90E-07,0.00E+00
-4.80E-07,0.00E+00
-4.70E-07,0.00E+00
-4.60E-07,0.00E+00
-4.50E-07,0.00E+00
-4.40E-07,0.00E+00
-4.30E-07,0.00E+00
-4.20E-07,0.00E+00
-4.10E-07,0.00E+00
-4.00E-07,0.00E+00
-3.90E-07,0.00E+00
-3.80E-07,0.00E+00
-3.70E-07,0.00E+00
-3.60E-07,0.00E+00
-3.50E-07,0.00E+00
-3.40E-07,0.00E+00
-3.30E-07,0.00E+00
-3.20E-07,0.00E+00
-3.10E-07,0.00E+00
-3.00E-07,0.00E+00
-2.90E-07,0.00E+00
-2.80E-07,0.00E+00
-2.70E-07,0.00E+00
-2.60E-07,0.00E+00
-2.50E-07,0.00E+00
-2.40E-07,0.00E+00
-2.30E-07,0.00E+00
-2.20E-07,0.00E+00
-2.10E-07,0.00E+00
-2.00E-07,0.00E+00
-1.90E-07,0.00E+00
-1.80E-07,0.00E+00
-1.70E-07,0.00E+00
-1.60E-07,0.00E+00
-1.50E-07,0.00E+00
-1.40E-07,0.00E+00
-1.30E-07,0.00E+00
-1.20E-07,0.00E+00
-1.10E-07,0.00E+00
-1.00E-07,0.00E+00
-9.00E-08,0.00E+00
-8.00E-08,0.00E+00
-7.00E-08,0.00E+00
-6.00E-08,0.00E+00
-5.00E-08,0.00E+00
-4.00E-08,0.00E+00
-3.00E-08,0.00E+00
-2.00E-08,0.00E+00
-1.00E-08,0.00E+00
-1.01E-11,0.00E+00
9.99E-09,0.00E+00
2.00E-08,0.00E+00
3.00E-08,0.00E+00
4.00E-08,0.00E+00
5.00E-08,0.00E+00
6.00E-08,0.00E+00
7.00E-08,0.00E+00
8.00E-08,0.00E+00
9.00E-08,0.00E+00
1.00E-07,0.00E+00
1.10E-07,0.00E+00
1.20E-07,0.00E+00
1.30E-07,0.00E+00
1.40E-07,0.00E+00
1.50E-07,0.00E+00
1.60E-07,0.00E+00
1.70E-07,0.00E+00
1.80E-07,0.00E+00
1.90E-07,0.00E+00
2.00E-07,0.00E+00
2.10E-07,0.00E+00
2.20E-07,0.00E+00
2.30E-07,0.00E+00
2.40E-07,0.00E+00
2.50E-07,0.00E+00
2.60E-07,0.00E+00
2.70E-07,0.00E+00
2.80E-07,0.00E+00
2.90E-07,0.00E+00
3.00E-07,0.00E+00
3.10E-07,0.00E+00
3.20E-07,0.00E+00
3.30E-07,0.00E+00
3.40E-07,0.00E+00
3.50E-07,0.00E+00
3.60E-07,0.00E+00
3.70E-07,0.00E+00
3.80E-07,0.00E+00
3.90E-07,0.00E+00
4.00E-07,0.00E+00
4.10E-07,0.00E+00
4.20E-07,0.00E+00
4.30E-07,0.00E+00
4.40E-07,0.00E+00
4.50E-07,0.00E+00
4.60E-07,0.00E+00
4.70E-07,0.00E+00
4.80E-07,0.00E+00
4.90E-07,0.00E+00
5.00E-07,0.00E+00
5.10E-07,0.00E+00
5.20E-07,0.00E+00
5.30E-07,0.00E+00
5.40E-07,0.00E+00
5.50E-07,0.00E+00
5.60E-07,0.00E+00
5.70E-07,0.00E+00
5.80E-07,0.00E+00
5.90E-07,0.00E+00
6.00E-07,0.00E+00
6.10E-07,0.00E+00
6.20E-07,0.00E+00
6.30E-07,0.00E+00
6.40E-07,0.00E+00
6.50E-07,0.00E+00
6.60E-07,0.00E+00
6.70E-07,0.00E+00
6.80E-07,0.00E+00
6.90E-07,0.00E+00
7.00E-07,0.00E+00
7.10E-07,0.00E+00
7.20E-07,0.00E+00
7.30E-07,0.00E+00
7.40E-07,0.00E+00
7.50E-07,0.00E+00
7.60E-07,0.00E+00
7.70E-07,0.00E+00
7.80E-07,0.00E+00
7.90E-07,0.00E+00
8.00E-07,0.00E+00
8.10E-07,0.00E+00
8.20E-07,0.00E+00
8.30E-07,0.00E+00
8.40E-07,0.00E+00
8.50E-07,0.00E+00
8.60E-07,0.00E+00
8.70E-07,0.00E+00
8.80E-07,0.00E+00
8.90E-07,0.00E+00
9.00E-07,0.00E+00
9.10E-07,0.00E+00
9.20E-07,0.00E+00
9.30E-07,0.00E+00
9.40E-07,0.00E+00
9.50E-07,0.00E+00
9.60E-07,0.00E+00
9.70E-07,0.00E+00
9.80E-07,0.00E+00
9.90E-07,0.00E+00
1.00E-06,0.00E+00
1.01E-06,0.00E+00
1.02E-06,0.00E+00
1.03E-06,0.00E+00
1.04E-06,0.00E+00
1.05E-06,0.00E+00
1.06E-06,0.00E+00
1.07E-06,0.00E+00
1.08E-06,0.00E+00
1.09E-06,0.00E+00
1.10E-06,0.00E+00
1.11E-06,0.00E+00
1.12E-06,0.00E+00
1.13E-06,0.00E+00
1.14E-06,0.00E+00
1.15E-06,0.00E+00
1.16E-06,0.00E+00
1.17E-06,0.00E+00
1.18E-06,0.00E+00
1.19E-06,0.00E+00
1.20E-06,0.00E+00
1.21E-06,0.00E+00
1.22E-06,0.00E+00
1.23E-06,0.00E+00
1.24E-06,0.00E+00
1.25E-06,0.00E+00
1.26E-06,0.00E+00
1.27E-06,0.00E+00
1.28E-06,0.00E+00
1.29E-06,0.00E+00
1.30E-06,0.00E+00
1.31E-06,0.00E+00
1.32E-06,0.00E+00
1.33E-06,0.00E+00
1.34E-06,0.00E+00
1.35E-06,0.00E+00
1.36E-06,0.00E+00
1.37E-06,0.00E+00
1.38E-06,0.00E+00
1.39E-06,0.00E+00
1.40E-06,0.00E+00
1.41E-06,0.00E+00
1.42E-06,0.00E+00
1.43E-06,0.00E+00
1.44E-06,0.00E+00
1.45E-06,0.00E+00
1.46E-06,0.00E+00
1.47E-06,0.00E+00
1.48E-06,0.00E+00
1.49E-06,0.00E+00
1.50E-06,0.00E+00
1.51E-06,0.00E+00
1.52E-06,0.00E+00
1.53E-06,0.00E+00
1.54E-06,0.00E+00
1.55E-06,0.00E+00
1.56E-06,0.00E+00
1.57E-06,0.00E+00
1.58E-06,0.00E+00
1.59E-06,0.00E+00
1.60E-06,0.00E+00
1.61E-06,0.00E+00
1.62E-06,0.00E+00
1.63E-06,0.00E+00
1.64E-06,0.00E+00
1.65E-06,0.00E+00
1.66E-06,0.00E+00
1.67E-06,0.00E+00
1.68E-06,0.00E+00
1.69E-06,0.00E+00
1.70E-06,0.00E+00
1.71E-06,0.00E+00
1.72E-06,0.00E+00
1.73E-06,0.00E+00
1.74E-06,0.00E+00
1.75E-06,0.00E+00
1.76E-06,0.00E+00
1.77E-06,0.00E+00
1.78E-06,0.00E+00
1.79E-06,0.00E+00
1.80E-06,0.00E+00
1.81E-06,0.00E+00
1.82E-06,0.00E+00
1.83E-06,0.00E+00
1.84E-06,0.00E+00
1.85E-06,0.00E+00
1.86E-06,0.00E+00
1.87E-06,0.00E+00
1.88E-06,0.00E+00
1.89E-06,0.00E+00
1.90E-06,0.00E+00
1.91E-06,0.00E+00
1.92E-06,0.00E+00
1.93E-06,0.00E+00
1.94E-06,0.00E+00
1.95E-06,0.00E+00
1.96E-06,0.00E+00
1.97E-06,0.00E+00
1.98E-06,0.00E+00
1.99E-06,0.00E+00
2.00E-06,0.00E+00
2.01E-06,0.00E+00
2.02E-06,0.00E+00
2.03E-06,0.00E+00
2.04E-06,0.00E+00
2.05E-06,0.00E+00
2.06E-06,0.00E+00
2.07E-06,0.00E+00
2.08E-06,0.00E+00
2.09E-06,0.00E+00
2.10E-06,0.00E+00
2.11E-06,0.00E+00
2.12E-06,0.00E+00
2.13E-06,0.00E+00
2.14E-06,0.00E+00
2.15E-06,0.00E+00
2.16E-06,0.00E+00
2.17E-06,0.00E+00
2.18E-06,-8.00E-02
2.19E-06,0.00E+00
2.20E-06,0.00E+00
2.21E-06,0.00E+00
2.22E-06,0.00E+00
2.23E-06,8.00E-02
2.24E-06,0.00E+00
2.25E-06,0.00E+00
2.26E-06,0.00E+00
2.27E-06,0.00E+00
2.28E-06,0.00E+00
2.29E-06,0.00E+00
2.30E-06,0.00E+00
2.31E-06,0.00E+00
2.32E-06,0.00E+00
2.33E-06,0.00E+00
2.34E-06,0.00E+00
2.35E-06,0.00E+00
2.36E-06,0.00E+00
2.37E-06,0.00E+00
2.38E-06,0.00E+00
2.39E-06,0.00E+00
2.40E-06,0.00E+00
2.41E-06,0.00E+00
2.42E-06,0.00E+00
2.43E-06,0.00E+00
2.44E-06,0.00E+00
2.45E-06,0.00E+00
2.46E-06,0.00E+00
2.47E-06,0.00E+00
2.48E-06,0.00E+00
2.49E-06,0.00E+00
2.50E-06,0.00E+00
2.51E-06,0.00E+00
2.52E-06,0.00E+00
2.53E-06,0.00E+00
2.54E-06,0.00E+00
2.55E-06,-8.00E-02
2.56E-06,0.00E+00
2.57E-06,0.00E+00
2.58E-06,0.00E+00
2.59E-06,0.00E+00
2.60E-06,0.00E+00
2.61E-06,0.00E+00
2.62E-06,0.00E+00
2.63E-06,0.00E+00
2.64E-06,0.00E+00
2.65E-06,0.00E+00
2.66E-06,0.00E+00
2.67E-06,0.00E+00
2.68E-06,0.00E+00
2.69E-06,0.00E+00
2.70E-06,0.00E+00
2.71E-06,0.00E+00
2.72E-06,0.00E+00
2.73E-06,0.00E+00
2.74E-06,0.00E+00
2.75E-06,0.00E+00
2.76E-06,0.00E+00
2.77E-06,0.00E+00
2.78E-06,0.00E+00
2.79E-06,0.00E+00
2.80E-06,0.00E+00
2.81E-06,0.00E+00
2.82E-06,0.00E+00
2.83E-06,0.00E+00
2.84E-06,0.00E+00
2.85E-06,0.00E+00
2.86E-06,0.00E+00
2.87E-06,0.00E+00
2.88E-06,0.00E+00
2.89E-06,0.00E+00
2.90E-06,0.00E+00
2.91E-06,0.00E+00
2.92E-06,0.00E+00
2.93E-06,0.00E+00
2.94E-06,0.00E+00
2.95E-06,0.00E+00
2.96E-06,0.00E+00
2.97E-06,0.00E+00
2.98E-06,0.00E+00
2.99E-06,0.00E+00
